question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_02677,EX_WRI_ANI_E_1009,Writing: Animals Easy #24,2024-05-23T14:26:05,2024-05-24T01:35:17.870000,40152.87,2024-05-23T14:26:00,2024-05-24T01:35:17.870000,writing,animals,chicken,animals/chicken.png,easy,spelling_choice,2024-05-24T01:35:08,2024-05-24T01:35:17.870000,9.87,chicken,chicken,1,1,0,,0,0,,0,SESS_USER_015_005,USER_015,2,mobile,2024-05-24T01:35:18.028886
Q_02678,EX_COM_BOD_H_858,Comprehension: Body Parts Hard #25,2024-12-25T03:45:40,2024-12-25T14:55:05.870000,40165.87,2024-12-25T07:29:30,2024-12-25T14:55:05.870000,comprehension,body_parts,hair,body_parts/hair.png,hard,sentence_matching,2024-12-25T14:55:00,2024-12-25T14:55:05.870000,5.87,tooth,hair,0,0,0,,0,0,,0,SESS_USER_017_004,USER_017,5,web,2024-12-25T14:55:07.179978
Q_02679,EX_WRI_CLO_E_993,Writing: Clothing Easy #19,2024-04-06T12:33:03,2024-04-06T23:42:44.470000,40181.47,2024-04-06T12:57:00,2024-04-06T23:42:44.470000,writing,clothing,vest,clothing/vest.png,easy,word_completion,2024-04-06T23:42:36,2024-04-06T23:42:44.470000,8.47,coat,vest,0,0,0,,0,0,,0,SESS_USER_030_003,USER_030,4,web,2024-04-06T23:42:45.534028
Q_02680,EX_COM_FOO_H_995,Comprehension: Food Hard #25,2024-08-23T07:50:35,2024-08-23T19:00:42.930000,40207.93,2024-08-23T07:50:30,2024-08-23T19:00:42.930000,comprehension,food,cookie,food/cookie.png,hard,word_to_pic,2024-08-23T19:00:25,2024-08-23T19:00:42.930000,17.93,soup,cookie,0,0,1,modeling,2,2,59.5,1,SESS_USER_022_006,USER_022,5,mobile,2024-08-23T19:00:43.429980
Q_02681,EX_WRI_ANI_E_1014,Writing: Animals Easy #18,2024-12-11T09:18:07,2024-12-11T20:28:55.590000,40248.59,2024-12-11T07:55:00,2024-12-11T20:28:55.590000,writing,animals,chicken,animals/chicken.png,easy,word_completion,2024-12-11T20:28:12,2024-12-11T20:28:55.590000,43.59,chicken,chicken,1,0,1,phonemic,7,1,15.63,6,SESS_USER_007_004,USER_007,1,web,2024-12-11T20:28:55.694967
Q_02682,EX_COM_BOD_H_908,Comprehension: Body Parts Hard #22,2024-04-14T03:57:31,2024-04-14T15:08:09.020000,40238.02,2024-04-14T06:29:30,2024-04-14T15:08:09.020000,comprehension,body_parts,eye,body_parts/eye.png,hard,sentence_matching,2024-04-14T15:07:49,2024-04-14T15:08:09.020000,20.02,knee,eye,0,0,1,sentence_completion,3,2,20.54,1,SESS_USER_014_004,USER_014,1,web,2024-04-14T15:08:10.225121
Q_02683,EX_WRI_CLO_E_822,Writing: Clothing Easy #21,2024-03-10T14:44:04,2024-03-11T01:54:59.800000,40255.8,2024-03-10T19:22:00,2024-03-11T01:54:59.800000,writing,clothing,pants,clothing/pants.png,easy,fill_in_blank,2024-03-11T01:54:36,2024-03-11T01:54:59.800000,23.8,pants,pants,1,1,1,rhyming,7,1,42.59,4,SESS_USER_036_005,USER_036,1,mobile,2024-03-11T01:55:00.271578
Q_02684,EX_COM_FOO_H_1013,Comprehension: Food Hard #18,2024-11-06T08:59:40,2024-11-06T20:11:12.540000,40292.54,2024-11-06T08:59:30,2024-11-06T20:11:12.540000,comprehension,food,carrot,food/carrot.png,hard,word_to_pic,2024-11-06T20:10:26,2024-11-06T20:11:12.540000,46.54,carrot,carrot,1,0,1,written_initial,5,2,42.95,2,SESS_USER_021_002,USER_021,2,mobile,2024-11-06T20:11:13.106767
Q_02685,EX_WRI_ANI_E_749,Writing: Animals Easy #16,2024-02-24T09:42:08,2024-02-24T20:53:22.780000,40274.78,2024-02-24T16:06:00,2024-02-24T20:53:22.780000,writing,animals,zebra,animals/zebra.png,easy,spelling_choice,2024-02-24T20:53:13,2024-02-24T20:53:22.780000,9.78,zebra,zebra,1,1,0,,0,0,,0,SESS_USER_005_002,USER_005,2,mobile,2024-02-24T20:53:23.558176
Q_02686,EX_COM_BOD_H_1015,Comprehension: Body Parts Hard #25,2024-08-14T16:11:30,2024-08-15T03:23:08.760000,40298.76,2024-08-14T14:27:30,2024-08-15T03:23:08.760000,comprehension,body_parts,head,body_parts/head.png,hard,word_to_pic,2024-08-15T03:22:47,2024-08-15T03:23:08.760000,21.76,head,head,1,1,1,written_initial,1,1,15.7,1,SESS_USER_045_003,USER_045,4,mobile,2024-08-15T03:23:10.640334
Q_02687,EX_WRI_CLO_E_918,Writing: Clothing Easy #17,2024-07-25T16:48:06,2024-07-26T04:00:06.480000,40320.48,2024-07-25T18:54:00,2024-07-26T04:00:06.480000,writing,clothing,boot,clothing/boot.png,easy,word_completion,2024-07-26T03:59:36,2024-07-26T04:00:06.480000,30.48,boot,boot,1,1,1,sentence_completion,5,2,18.71,5,SESS_USER_037_002,USER_037,1,web,2024-07-26T04:00:08.397449
Q_02688,EX_COM_FOO_H_860,Comprehension: Food Hard #15,2024-06-08T06:28:36,2024-06-08T17:40:29.160000,40313.16,2024-06-08T08:19:30,2024-06-08T17:40:29.160000,comprehension,food,apple,food/apple.png,hard,yes_no_question,2024-06-08T17:40:22,2024-06-08T17:40:29.160000,7.16,apple,apple,1,1,1,spelling,1,1,54.84,1,SESS_USER_044_001,USER_044,1,mobile,2024-06-08T17:40:30.982068
Q_02689,EX_WRI_ANI_E_1003,Writing: Animals Easy #18,2024-09-18T17:15:02,2024-09-19T04:27:18.600000,40336.6,2024-09-18T17:12:00,2024-09-19T04:27:18.600000,writing,animals,dog,animals/dog.png,easy,spelling_choice,2024-09-19T04:27:06,2024-09-19T04:27:18.600000,12.6,dog,dog,1,1,0,,0,0,,0,SESS_USER_016_002,USER_016,2,web,2024-09-19T04:27:20.020452
Q_02690,EX_COM_BOD_H_1016,Comprehension: Body Parts Hard #24,2024-10-07T10:42:35,2024-10-07T21:55:13.660000,40358.66,2024-10-07T10:42:30,2024-10-07T21:55:13.660000,comprehension,body_parts,knee,body_parts/knee.png,hard,category_sorting,2024-10-07T21:54:52,2024-10-07T21:55:13.660000,21.66,knee,knee,1,1,0,,0,0,,0,SESS_USER_001_003,USER_001,1,mobile,2024-10-07T21:55:13.857005
Q_02691,EX_WRI_CLO_E_1017,Writing: Clothing Easy #15,2024-04-12T08:02:00,2024-04-12T19:14:39.350000,40359.35,2024-04-12T08:02:00,2024-04-12T19:14:39.350000,writing,clothing,boot,clothing/boot.png,easy,word_completion,2024-04-12T19:14:35,2024-04-12T19:14:39.350000,4.35,boot,boot,1,1,0,,0,0,,0,SESS_USER_046_001,USER_046,5,web,2024-04-12T19:14:40.042066
Q_02692,EX_COM_FOO_H_994,Comprehension: Food Hard #24,2024-05-23T14:11:40,2024-05-24T01:24:42.960000,40382.96,2024-05-23T14:39:30,2024-05-24T01:24:42.960000,comprehension,food,salad,food/salad.png,hard,yes_no_question,2024-05-24T01:24:30,2024-05-24T01:24:42.960000,12.96,salad,salad,1,1,0,,0,0,,0,SESS_USER_015_005,USER_015,2,mobile,2024-05-24T01:24:44.201151
Q_02693,EX_WRI_ANI_E_1018,Writing: Animals Easy #25,2024-09-24T09:10:03,2024-09-24T20:23:11.810000,40388.81,2024-09-24T09:10:00,2024-09-24T20:23:11.810000,writing,animals,rabbit,animals/rabbit.png,easy,word_completion,2024-09-24T20:23:04,2024-09-24T20:23:11.810000,7.81,chicken,rabbit,0,0,0,,0,0,,0,SESS_USER_027_004,USER_027,3,mobile,2024-09-24T20:23:13.711276
Q_02694,EX_COM_BOD_H_939,Comprehension: Body Parts Hard #32,2024-09-18T08:57:30,2024-09-18T20:11:18.440000,40428.44,2024-09-18T10:51:30,2024-09-18T20:11:18.440000,comprehension,body_parts,eye,body_parts/eye.png,hard,sentence_matching,2024-09-18T20:10:48,2024-09-18T20:11:18.440000,30.44,eye,eye,1,1,1,written_initial,6,1,6.29,1,SESS_USER_012_010,USER_012,1,web,2024-09-18T20:11:20.009192
Q_02695,EX_WRI_CLO_E_1019,Writing: Clothing Easy #22,2024-01-27T18:32:07,2024-01-28T05:45:47.770000,40420.77,2024-01-27T18:32:00,2024-01-28T05:45:47.770000,writing,clothing,shirt,clothing/shirt.png,easy,pic_to_word,2024-01-28T05:45:38,2024-01-28T05:45:47.770000,9.77,shirt,shirt,1,1,0,,0,0,,0,SESS_USER_042_003,USER_042,5,mobile,2024-01-28T05:45:47.943478
Q_02696,EX_COM_FOO_H_1020,Comprehension: Food Hard #23,2024-04-14T06:36:39,2024-04-14T17:51:07.490000,40468.49,2024-04-14T06:29:30,2024-04-14T17:51:07.490000,comprehension,food,bread,food/bread.png,hard,yes_no_question,2024-04-14T17:50:25,2024-04-14T17:51:07.490000,42.49,banana,bread,0,0,1,rhyming,1,1,26.03,1,SESS_USER_014_004,USER_014,1,web,2024-04-14T17:51:08.893147
Q_02697,EX_WRI_ANI_E_886,Writing: Animals Easy #21,2024-06-25T03:56:02,2024-06-25T15:10:22.310000,40460.31,2024-06-25T06:40:00,2024-06-25T15:10:22.310000,writing,animals,bird,animals/bird.png,easy,fill_in_blank,2024-06-25T15:10:07,2024-06-25T15:10:22.310000,15.31,bird,bird,1,1,0,,0,0,,0,SESS_USER_041_003,USER_041,3,web,2024-06-25T15:10:23.567860
Q_02698,EX_COM_BOD_H_910,Comprehension: Body Parts Hard #25,2024-08-23T05:41:38,2024-08-23T16:56:10.380000,40472.38,2024-08-23T07:50:30,2024-08-23T16:56:10.380000,comprehension,body_parts,back,body_parts/back.png,hard,word_to_pic,2024-08-23T16:55:54,2024-08-23T16:56:10.380000,16.38,back,back,1,0,1,functional,7,5,8.06,5,SESS_USER_022_006,USER_022,5,mobile,2024-08-23T16:56:11.450725
Q_02699,EX_WRI_CLO_E_904,Writing: Clothing Easy #29,2024-10-13T08:48:01,2024-10-13T20:02:46.620000,40485.62,2024-10-13T09:41:00,2024-10-13T20:02:46.620000,writing,clothing,sock,clothing/sock.png,easy,word_completion,2024-10-13T20:02:35,2024-10-13T20:02:46.620000,11.62,sock,sock,1,1,0,,0,0,,0,SESS_USER_029_004,USER_029,2,mobile,2024-10-13T20:02:47.783354
Q_02700,EX_COM_FOO_H_974,Comprehension: Food Hard #26,2024-02-08T06:24:30,2024-02-08T17:39:48.300000,40518.3,2024-02-08T05:57:30,2024-02-08T17:39:48.300000,comprehension,food,soup,food/soup.png,hard,sentence_matching,2024-02-08T17:39:15,2024-02-08T17:39:48.300000,33.3,rice,soup,0,0,0,,0,0,,0,SESS_USER_035_006,USER_035,3,mobile,2024-02-08T17:39:49.160436
Q_02701,EX_WRI_ANI_E_1021,Writing: Animals Easy #17,2024-10-10T19:25:00,2024-10-11T06:40:10.090000,40510.09,2024-10-10T19:25:00,2024-10-11T06:40:10.090000,writing,animals,bird,animals/bird.png,easy,fill_in_blank,2024-10-11T06:40:00,2024-10-11T06:40:10.090000,10.09,bird,bird,1,1,0,,0,0,,0,SESS_USER_043_004,USER_043,3,web,2024-10-11T06:40:11.902920
Q_02702,EX_COM_BOD_H_385,Comprehension: Body Parts Hard #15,2024-04-11T16:29:36,2024-04-12T03:45:42.960000,40566.96,2024-04-12T08:07:30,2024-04-12T03:45:42.960000,comprehension,body_parts,stomach,body_parts/stomach.png,hard,category_sorting,2024-04-12T03:44:51,2024-04-12T03:45:42.960000,51.96,mouth,stomach,0,0,1,spelling,4,3,5.72,4,SESS_USER_046_001,USER_046,5,web,2024-04-12T03:45:44.288792
Q_02703,EX_WRI_CLO_E_870,Writing: Clothing Easy #25,2024-08-14T12:40:07,2024-08-14T23:56:07.760000,40560.76,2024-08-14T16:20:00,2024-08-14T23:56:07.760000,writing,clothing,belt,clothing/belt.png,easy,fill_in_blank,2024-08-14T23:55:41,2024-08-14T23:56:07.760000,26.76,belt,belt,1,1,0,,0,0,,0,SESS_USER_045_003,USER_045,4,mobile,2024-08-14T23:56:08.744975
Q_02704,EX_COM_FOO_H_776,Comprehension: Food Hard #24,2024-09-10T10:57:32,2024-09-10T22:14:19.990000,40607.99,2024-09-10T16:55:30,2024-09-10T22:14:19.990000,comprehension,food,cookie,food/cookie.png,hard,category_sorting,2024-09-10T22:13:19,2024-09-10T22:14:19.990000,60.99,cookie,cookie,1,1,1,phonemic,6,2,38.33,4,SESS_USER_032_003,USER_032,3,web,2024-09-10T22:14:20.999247
Q_02705,EX_WRI_ANI_E_1022,Writing: Animals Easy #18,2024-05-24T09:51:01,2024-05-24T21:07:12.290000,40571.29,2024-05-24T08:34:00,2024-05-24T21:07:12.290000,writing,animals,horse,animals/horse.png,easy,word_completion,2024-05-24T21:07:03,2024-05-24T21:07:12.290000,9.29,horse,horse,1,1,0,,0,0,,0,SESS_USER_004_003,USER_004,2,mobile,2024-05-24T21:07:12.684620
Q_02706,EX_COM_BOD_H_1023,Comprehension: Body Parts Hard #19,2024-03-18T11:52:32,2024-03-18T23:09:17.080000,40605.08,2024-03-18T11:52:30,2024-03-18T23:09:17.080000,comprehension,body_parts,elbow,body_parts/elbow.png,hard,word_to_pic,2024-03-18T23:08:49,2024-03-18T23:09:17.080000,28.08,hand,elbow,0,0,0,,0,0,,0,SESS_USER_039_002,USER_039,1,web,2024-03-18T23:09:17.407100
Q_02707,EX_WRI_CLO_E_1024,Writing: Clothing Easy #27,2024-09-04T21:22:01,2024-09-05T08:38:53.820000,40612.82,2024-09-04T21:22:00,2024-09-05T08:38:53.820000,writing,clothing,sandal,clothing/sandal.png,easy,word_completion,2024-09-05T08:38:32,2024-09-05T08:38:53.820000,21.82,sandal,sandal,1,1,1,phonemic,4,1,34.85,1,SESS_USER_013_004,USER_013,1,web,2024-09-05T08:38:54.061114
Q_02708,EX_COM_FOO_H_1025,Comprehension: Food Hard #23,2024-01-27T18:38:34,2024-01-28T05:55:38.220000,40624.22,2024-01-27T18:38:30,2024-01-28T05:55:38.220000,comprehension,food,salad,food/salad.png,hard,category_sorting,2024-01-28T05:55:23,2024-01-28T05:55:38.220000,15.22,salad,salad,1,1,0,,0,0,,0,SESS_USER_042_003,USER_042,5,mobile,2024-01-28T05:55:39.315024
Q_02709,EX_WRI_ANI_E_924,Writing: Animals Easy #18,2024-05-26T12:57:09,2024-05-27T00:14:17.480000,40628.48,2024-05-26T15:21:00,2024-05-27T00:14:17.480000,writing,animals,lion,animals/lion.png,easy,fill_in_blank,2024-05-27T00:14:11,2024-05-27T00:14:17.480000,6.48,lion,lion,1,1,0,,0,0,,0,SESS_USER_049_003,USER_049,1,web,2024-05-27T00:14:18.857278
Q_02710,EX_COM_BOD_H_1026,Comprehension: Body Parts Hard #25,2024-11-29T18:37:31,2024-11-30T05:55:26.320000,40675.32,2024-11-29T18:37:30,2024-11-30T05:55:26.320000,comprehension,body_parts,hair,body_parts/hair.png,hard,word_to_pic,2024-11-30T05:54:48,2024-11-30T05:55:26.320000,38.32,stomach,hair,0,0,0,,0,0,,0,SESS_USER_026_006,USER_026,5,web,2024-11-30T05:55:27.476712
Q_02711,EX_WRI_CLO_E_1027,Writing: Clothing Easy #26,2024-08-14T16:24:00,2024-08-15T03:41:36.900000,40656.9,2024-08-14T16:20:00,2024-08-15T03:41:36.900000,writing,clothing,sandal,clothing/sandal.png,easy,word_completion,2024-08-15T03:41:32,2024-08-15T03:41:36.900000,4.9,boot,sandal,0,0,0,,0,0,,0,SESS_USER_045_003,USER_045,4,mobile,2024-08-15T03:41:37.324045
Q_02712,EX_COM_FOO_H_1028,Comprehension: Food Hard #19,2024-12-11T09:33:30,2024-12-11T20:52:34.240000,40744.24,2024-12-11T09:33:30,2024-12-11T20:52:34.240000,comprehension,food,salad,food/salad.png,hard,category_sorting,2024-12-11T20:51:19,2024-12-11T20:52:34.240000,75.24,salad,salad,1,1,1,spelling,5,1,36.84,4,SESS_USER_007_004,USER_007,1,web,2024-12-11T20:52:35.060683
Q_02713,EX_WRI_ANI_E_964,Writing: Animals Easy #23,2024-01-27T17:13:04,2024-01-28T04:31:14.800000,40690.8,2024-01-27T18:41:00,2024-01-28T04:31:14.800000,writing,animals,duck,animals/duck.png,easy,pic_to_word,2024-01-28T04:31:04,2024-01-28T04:31:14.800000,10.8,duck,duck,1,1,0,,0,0,,0,SESS_USER_042_003,USER_042,5,mobile,2024-01-28T04:31:15.074022
Q_02714,EX_COM_BOD_H_953,Comprehension: Body Parts Hard #18,2024-05-24T08:13:35,2024-05-24T19:32:06.250000,40711.25,2024-05-24T09:55:30,2024-05-24T19:32:06.250000,comprehension,body_parts,foot,body_parts/foot.png,hard,word_to_pic,2024-05-24T19:31:52,2024-05-24T19:32:06.250000,14.25,foot,foot,1,0,1,functional,6,1,14.71,3,SESS_USER_004_003,USER_004,2,mobile,2024-05-24T19:32:07.613735
Q_02715,EX_WRI_CLO_E_1002,Writing: Clothing Easy #29,2024-05-29T08:14:05,2024-05-29T19:32:54.460000,40729.46,2024-05-29T08:23:00,2024-05-29T19:32:54.460000,writing,clothing,coat,clothing/coat.png,easy,fill_in_blank,2024-05-29T19:32:37,2024-05-29T19:32:54.460000,17.46,coat,coat,1,1,1,phonemic,2,2,39.11,2,SESS_USER_011_006,USER_011,4,web,2024-05-29T19:32:56.278488
Q_02716,EX_COM_FOO_H_1029,Comprehension: Food Hard #23,2024-05-26T07:14:37,2024-05-26T18:33:30.250000,40733.25,2024-05-26T07:14:30,2024-05-26T18:33:30.250000,comprehension,food,carrot,food/carrot.png,hard,sentence_matching,2024-05-26T18:33:26,2024-05-26T18:33:30.250000,4.25,carrot,carrot,1,1,0,,0,0,,0,SESS_USER_031_005,USER_031,3,web,2024-05-26T18:33:31.997429
Q_02717,EX_WRI_ANI_E_884,Writing: Animals Easy #25,2024-12-25T04:21:01,2024-12-25T15:40:39.480000,40778.48,2024-12-25T07:49:00,2024-12-25T15:40:39.480000,writing,animals,cow,animals/cow.png,easy,spelling_choice,2024-12-25T15:40:06,2024-12-25T15:40:39.480000,33.48,cow,cow,1,1,1,phonemic,5,2,47.0,3,SESS_USER_017_004,USER_017,5,web,2024-12-25T15:40:40.812048
Q_02718,EX_COM_BOD_H_348,Comprehension: Body Parts Hard #11,2024-01-10T18:09:38,2024-01-11T05:29:20.510000,40782.51,2024-01-11T10:51:30,2024-01-11T05:29:20.510000,comprehension,body_parts,leg,body_parts/leg.png,hard,category_sorting,2024-01-11T05:28:55,2024-01-11T05:29:20.510000,25.51,leg,leg,1,1,0,,0,0,,0,SESS_USER_006_001,USER_006,2,mobile,2024-01-11T05:29:20.684764
Q_02719,EX_WRI_CLO_E_097,Writing: Clothing Easy #15,2024-06-07T12:48:01,2024-06-08T00:07:54.330000,40793.33,2024-06-08T10:30:00,2024-06-08T00:07:54.330000,writing,clothing,dress,clothing/dress.png,easy,fill_in_blank,2024-06-08T00:07:34,2024-06-08T00:07:54.330000,20.33,boot,dress,0,0,1,sentence_completion,7,4,17.64,4,SESS_USER_044_001,USER_044,1,mobile,2024-06-08T00:07:55.838961
Q_02720,EX_COM_FOO_H_1001,Comprehension: Food Hard #30,2024-08-30T16:48:38,2024-08-31T04:08:42.150000,40804.15,2024-08-30T16:48:30,2024-08-31T04:08:42.150000,comprehension,food,tomato,food/tomato.png,hard,word_to_pic,2024-08-31T04:08:26,2024-08-31T04:08:42.150000,16.15,tomato,tomato,1,1,0,,0,0,,0,SESS_USER_008_007,USER_008,5,mobile,2024-08-31T04:08:43.706961
Q_02721,EX_WRI_ANI_E_1030,Writing: Animals Easy #20,2024-04-06T13:18:10,2024-04-07T00:38:38.840000,40828.84,2024-04-06T12:57:00,2024-04-07T00:38:38.840000,writing,animals,cat,animals/cat.png,easy,spelling_choice,2024-04-07T00:38:13,2024-04-07T00:38:38.840000,25.84,cat,cat,1,1,0,,0,0,,0,SESS_USER_030_003,USER_030,4,mobile,2024-04-07T00:38:39.920801
Q_02722,EX_COM_BOD_H_934,Comprehension: Body Parts Hard #25,2024-04-15T08:24:34,2024-04-15T19:45:16.150000,40842.15,2024-04-15T10:12:30,2024-04-15T19:45:16.150000,comprehension,body_parts,foot,body_parts/foot.png,hard,word_to_pic,2024-04-15T19:44:54,2024-04-15T19:45:16.150000,22.15,finger,foot,0,0,1,written_initial,5,2,27.04,3,SESS_USER_018_002,USER_018,5,mobile,2024-04-15T19:45:16.925421
Q_02723,EX_WRI_CLO_E_796,Writing: Clothing Easy #15,2024-08-11T03:27:05,2024-08-11T14:47:47.420000,40842.42,2024-08-11T09:03:00,2024-08-11T14:47:47.420000,writing,clothing,vest,clothing/vest.png,easy,word_completion,2024-08-11T14:47:40,2024-08-11T14:47:47.420000,7.42,vest,vest,1,1,1,modeling,2,1,22.45,2,SESS_USER_002_002,USER_002,1,web,2024-08-11T14:47:48.643209
Q_02724,EX_COM_FOO_H_1001,Comprehension: Food Hard #30,2024-08-30T16:48:38,2024-08-31T04:10:03.490000,40885.49,2024-08-30T16:48:30,2024-08-31T04:10:03.490000,comprehension,food,bread,food/bread.png,hard,category_sorting,2024-08-31T04:09:27,2024-08-31T04:10:03.490000,36.49,soup,bread,0,0,0,,0,0,,0,SESS_USER_008_007,USER_008,5,web,2024-08-31T04:10:04.065542
Q_02725,EX_WRI_ANI_E_977,Writing: Animals Easy #19,2024-03-18T10:50:08,2024-03-18T22:11:48.710000,40900.71,2024-03-18T12:02:00,2024-03-18T22:11:48.710000,writing,animals,cow,animals/cow.png,easy,pic_to_word,2024-03-18T22:11:13,2024-03-18T22:11:48.710000,35.71,cow,cow,1,0,1,spelling,1,2,32.5,1,SESS_USER_039_002,USER_039,1,web,2024-03-18T22:11:49.672524
Q_02726,EX_COM_BOD_H_1031,Comprehension: Body Parts Hard #24,2024-01-27T18:47:38,2024-01-28T06:09:11.030000,40893.03,2024-01-27T18:47:30,2024-01-28T06:09:11.030000,comprehension,body_parts,hand,body_parts/hand.png,hard,word_to_pic,2024-01-28T06:08:56,2024-01-28T06:09:11.030000,15.03,hand,hand,1,1,0,,0,0,,0,SESS_USER_042_003,USER_042,5,mobile,2024-01-28T06:09:11.632925
Q_02727,EX_WRI_CLO_E_1011,Writing: Clothing Easy #24,2024-09-10T16:39:01,2024-09-11T04:00:49.680000,40908.68,2024-09-10T17:07:00,2024-09-11T04:00:49.680000,writing,clothing,hat,clothing/hat.png,easy,pic_to_word,2024-09-11T04:00:35,2024-09-11T04:00:49.680000,14.68,hat,hat,1,1,0,,0,0,,0,SESS_USER_032_003,USER_032,3,web,2024-09-11T04:00:51.349845
Q_02728,EX_COM_FOO_H_591,Comprehension: Food Hard #11,2024-05-17T07:52:30,2024-05-17T19:14:48.550000,40938.55,2024-05-17T18:48:30,2024-05-17T19:14:48.550000,comprehension,food,salad,food/salad.png,hard,word_to_pic,2024-05-17T19:14:15,2024-05-17T19:14:48.550000,33.55,salad,salad,1,1,0,,0,0,,0,SESS_USER_034_001,USER_034,2,web,2024-05-17T19:14:50.272344
Q_02729,EX_WRI_ANI_E_913,Writing: Animals Easy #23,2024-05-26T04:31:08,2024-05-26T15:53:15.120000,40927.12,2024-05-26T07:21:00,2024-05-26T15:53:15.120000,writing,animals,lion,animals/lion.png,easy,spelling_choice,2024-05-26T15:53:10,2024-05-26T15:53:15.120000,5.12,lion,lion,1,1,0,,0,0,,0,SESS_USER_031_005,USER_031,3,mobile,2024-05-26T15:53:15.551559
Q_02730,EX_COM_BOD_H_677,Comprehension: Body Parts Hard #20,2024-04-06T04:42:37,2024-04-06T16:05:04.210000,40947.21,2024-04-06T13:22:30,2024-04-06T16:05:04.210000,comprehension,body_parts,back,body_parts/back.png,hard,category_sorting,2024-04-06T16:04:53,2024-04-06T16:05:04.210000,11.21,shoulder,back,0,0,0,,0,0,,0,SESS_USER_030_003,USER_030,4,mobile,2024-04-06T16:05:04.463148
Q_02731,EX_WRI_CLO_E_1032,Writing: Clothing Easy #33,2024-09-18T11:10:08,2024-09-18T22:32:55.740000,40967.74,2024-09-18T11:10:00,2024-09-18T22:32:55.740000,writing,clothing,pants,clothing/pants.png,easy,spelling_choice,2024-09-18T22:32:39,2024-09-18T22:32:55.740000,16.74,pants,pants,1,1,0,,0,0,,0,SESS_USER_012_010,USER_012,1,web,2024-09-18T22:32:56.645264
Q_02732,EX_COM_FOO_H_935,Comprehension: Food Hard #15,2024-10-15T16:39:37,2024-10-16T04:03:06.230000,41009.23,2024-10-15T18:57:30,2024-10-16T04:03:06.230000,comprehension,food,cake,food/cake.png,hard,yes_no_question,2024-10-16T04:02:25,2024-10-16T04:03:06.230000,41.23,carrot,cake,0,0,0,,0,0,,0,SESS_USER_040_003,USER_040,3,web,2024-10-16T04:03:08.117346
Q_02733,EX_WRI_ANI_E_950,Writing: Animals Easy #25,2024-08-23T06:41:01,2024-08-23T18:04:12.210000,40991.21,2024-08-23T08:37:00,2024-08-23T18:04:12.210000,writing,animals,chicken,animals/chicken.png,easy,spelling_choice,2024-08-23T18:04:01,2024-08-23T18:04:12.210000,11.21,chicken,chicken,1,1,0,,0,0,,0,SESS_USER_022_006,USER_022,5,mobile,2024-08-23T18:04:12.529539
Q_02734,EX_COM_BOD_H_1033,Comprehension: Body Parts Hard #17,2024-10-22T09:21:39,2024-10-22T20:45:07.850000,41008.85,2024-10-22T09:21:30,2024-10-22T20:45:07.850000,comprehension,body_parts,ear,body_parts/ear.png,hard,yes_no_question,2024-10-22T20:44:59,2024-10-22T20:45:07.850000,8.85,neck,ear,0,0,0,,0,0,,0,SESS_USER_009_002,USER_009,1,mobile,2024-10-22T20:45:08.573757
Q_02735,EX_WRI_CLO_E_993,Writing: Clothing Easy #20,2024-04-06T12:33:03,2024-04-06T23:57:52.770000,41089.77,2024-04-06T13:25:00,2024-04-06T23:57:52.770000,writing,clothing,dress,clothing/dress.png,easy,fill_in_blank,2024-04-06T23:56:37,2024-04-06T23:57:52.770000,75.77,belt,dress,0,0,1,sentence_completion,5,1,6.5,2,SESS_USER_030_003,USER_030,4,mobile,2024-04-06T23:57:53.414051
Q_02736,EX_COM_FOO_H_1034,Comprehension: Food Hard #19,2024-09-18T17:56:40,2024-09-19T05:20:45.630000,41045.63,2024-09-18T17:56:30,2024-09-19T05:20:45.630000,comprehension,food,potato,food/potato.png,hard,yes_no_question,2024-09-19T05:20:26,2024-09-19T05:20:45.630000,19.63,potato,potato,1,0,1,written_initial,4,1,35.49,4,SESS_USER_016_002,USER_016,2,web,2024-09-19T05:20:47.062338
Q_02737,EX_WRI_ANI_E_1022,Writing: Animals Easy #18,2024-05-24T09:51:01,2024-05-24T21:15:09.540000,41048.54,2024-05-24T10:07:00,2024-05-24T21:15:09.540000,writing,animals,chicken,animals/chicken.png,easy,pic_to_word,2024-05-24T21:15:03,2024-05-24T21:15:09.540000,6.54,chicken,chicken,1,1,0,,0,0,,0,SESS_USER_004_003,USER_004,2,mobile,2024-05-24T21:15:10.625074
Q_02738,EX_COM_BOD_H_921,Comprehension: Body Parts Hard #19,2024-12-11T07:04:33,2024-12-11T18:29:14.790000,41081.79,2024-12-11T09:33:30,2024-12-11T18:29:14.790000,comprehension,body_parts,head,body_parts/head.png,hard,sentence_matching,2024-12-11T18:28:49,2024-12-11T18:29:14.790000,25.79,stomach,head,0,0,1,rhyming,2,1,7.91,2,SESS_USER_007_004,USER_007,1,web,2024-12-11T18:29:16.426010
