question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_FOOD_M_001,EX_W_FOOD_M_001,Menulis - Makanan Sederhana,2024-05-30T14:49:01,2024-05-31T01:49:52.350000,39651.35,2024-01-12T11:50:00,2024-05-31T01:49:52.350000,writing,food,telur,images/telur.png,medium,pic_to_word,2024-05-31T01:49:36,2024-05-31T01:49:52.350000,16.35,telur,telur,1,1,0,,0,0,,0,SESS_USER_034_003,USER_034,2,web,2024-05-31T01:49:52.454727
Q_C_BODY_M_005,EX_C_BODY_M_005,Kefahaman - Badan Sederhana,2024-03-02T20:09:30,2024-03-03T07:10:23.790000,39653.79,2024-07-16T15:43:30,2024-03-03T07:10:23.790000,comprehension,body_parts,images/bahu.png,Bahagian badan di atas lengan.,medium,word_to_pic,2024-03-03T07:10:15,2024-03-03T07:10:23.790000,8.79,images/hati.png,images/bahu.png,0,0,0,,0,0,,0,SESS_USER_038_004,USER_038,4,mobile,2024-03-03T07:10:24.595908
Q_KK_H_002,EX_W_KK_H_002,Menulis - Kata Kerja Sukar,2024-02-20T09:54:07,2024-02-20T20:55:35.160000,39688.16,2024-03-05T10:23:00,2024-02-20T20:55:35.160000,writing,verbs,berfikir,images/berfikir.png,hard,pic_to_word,2024-02-20T20:55:09,2024-02-20T20:55:35.160000,26.16,berfikir,berfikir,1,1,1,modeling,2,12,53.75,2,SESS_USER_049_005,USER_049,1,web,2024-02-20T20:55:36.329940
Q_C_ANI_E_002,EX_C_ANI_E_002,Kefahaman - Haiwan Mudah,2024-08-12T23:30:33,2024-08-13T10:32:05.400000,39692.4,2024-09-28T13:14:30,2024-08-13T10:32:05.400000,comprehension,animals,images/anjing.png,Haiwan ini menyalak dan menjaga rumah.,easy,word_to_pic,2024-08-13T10:31:49,2024-08-13T10:32:05.400000,16.4,images/anjing.png,images/anjing.png,1,1,1,rhyming,2,15,12.34,1,SESS_USER_036_004,USER_036,1,mobile,2024-08-13T10:32:06.742150
Q_ANI_H_002,EX_W_ANI_H_002,Menulis - Haiwan Sukar,2024-03-23T19:56:09,2024-03-24T06:57:47.340000,39698.34,2024-09-20T12:19:00,2024-03-24T06:57:47.340000,writing,animals,buaya,images/buaya.png,hard,pic_to_word,2024-03-24T06:57:40,2024-03-24T06:57:47.340000,7.34,images/burung.png,buaya,0,0,0,,0,0,,0,SESS_USER_040_006,USER_040,3,web,2024-03-24T06:57:47.873198
Q_C_ANI_E_001,EX_C_ANI_E_001,Kefahaman - Haiwan Mudah,2024-12-17T23:34:32,2024-12-18T10:36:38.730000,39726.73,2024-01-08T16:01:30,2024-12-18T10:36:38.730000,comprehension,animals,images/kucing.png,Haiwan ini mengeong dan suka bermain.,easy,word_to_pic,2024-12-18T10:36:19,2024-12-18T10:36:38.730000,19.73,images/kucing.png,images/kucing.png,1,1,0,,0,0,,0,SESS_USER_046_003,USER_046,5,web,2024-12-18T10:36:40.488550
Q_ANI_E_005,EX_W_ANI_E_005,Menulis - Haiwan Mudah,2024-09-16T12:58:06,2024-09-17T00:00:44.560000,39758.56,2024-09-17T14:52:00,2024-09-17T00:00:44.560000,writing,animals,burung,images/burung.png,easy,pic_to_word,2024-09-17T00:00:11,2024-09-17T00:00:44.560000,33.56,burung,burung,1,0,1,written_initial,7,12,30.63,4,SESS_USER_041_001,USER_041,3,web,2024-09-17T00:00:45.153031
Q_C_FOOD_E_003,EX_C_FOOD_E_003,Kefahaman - Makanan Mudah,2024-05-26T16:15:33,2024-05-27T03:18:09.620000,39756.62,2024-10-13T11:07:30,2024-05-27T03:18:09.620000,comprehension,food,images/susu.png,Minuman putih yang baik untuk tulang.,easy,word_to_pic,2024-05-27T03:17:52,2024-05-27T03:18:09.620000,17.62,images/susu.png,images/susu.png,1,1,0,,0,0,,0,SESS_USER_029_002,USER_029,2,mobile,2024-05-27T03:18:09.867048
Q_KK_M_002,EX_W_KK_M_002,Menulis - Kata Kerja Sederhana,2024-05-04T20:34:06,2024-05-05T07:36:47.450000,39761.45,2024-10-16T16:29:00,2024-05-05T07:36:47.450000,writing,verbs,menulis,images/menulis.png,medium,pic_to_word,2024-05-05T07:36:41,2024-05-05T07:36:47.450000,6.45,images/tidur.png,menulis,0,0,0,,0,0,,0,SESS_USER_035_006,USER_035,3,mobile,2024-05-05T07:36:47.949249
Q_C_BODY_H_004,EX_C_BODY_H_004,Kefahaman - Badan Sukar,2024-07-16T14:38:37,2024-07-17T01:41:43.860000,39786.86,2024-07-16T15:43:30,2024-07-17T01:41:43.860000,comprehension,body_parts,images/otak.png,Organ dalaman yang mengawal pemikiran dan pergerakan badan.,hard,word_to_pic,2024-07-17T01:41:27,2024-07-17T01:41:43.860000,16.86,images/otak.png,images/otak.png,1,1,1,sentence_completion,3,29,25.33,3,SESS_USER_038_004,USER_038,4,mobile,2024-07-17T01:41:45.151656
Q_FOOD_E_004,EX_W_FOOD_E_004,Menulis - Makanan Mudah,2024-11-24T16:38:10,2024-11-25T03:41:18.310000,39788.31,2024-09-28T13:55:00,2024-11-25T03:41:18.310000,writing,food,air,images/air.png,easy,pic_to_word,2024-11-25T03:41:10,2024-11-25T03:41:18.310000,8.31,air,air,1,1,1,spelling,2,13,33.88,1,SESS_USER_036_004,USER_036,1,mobile,2024-11-25T03:41:19.711971
Q_C_BODY_E_004,EX_C_BODY_E_004,Kefahaman - Badan Mudah,2024-02-04T22:05:35,2024-02-05T09:08:59.460000,39804.46,2024-03-03T14:42:30,2024-02-05T09:08:59.460000,comprehension,body_parts,images/hidung.png,Anggota badan untuk menghidup bau dan bernafas.,easy,word_to_pic,2024-02-05T09:08:50,2024-02-05T09:08:59.460000,9.46,images/hidung.png,images/hidung.png,1,1,0,,0,0,,0,SESS_USER_010_005,USER_010,5,mobile,2024-02-05T09:09:01.337743
Q_KK_H_003,EX_W_KK_H_003,Menulis - Kata Kerja Sukar,2024-07-25T14:31:02,2024-07-26T01:35:17.430000,39855.43,2024-06-20T17:12:00,2024-07-26T01:35:17.430000,writing,verbs,bermain,images/bermain.png,hard,pic_to_word,2024-07-26T01:34:32,2024-07-26T01:35:17.430000,45.43,berdiri,bermain,0,0,1,functional,2,14,56.06,2,SESS_USER_039_006,USER_039,1,web,2024-07-26T01:35:18.500413
Q_C_BODY_E_005,EX_C_BODY_E_005,Kefahaman - Badan Mudah,2024-09-16T13:29:30,2024-09-17T00:33:36.220000,39846.22,2024-11-11T20:05:30,2024-09-17T00:33:36.220000,comprehension,body_parts,images/mulut.png,Anggota badan untuk makan dan bercakap.,easy,word_to_pic,2024-09-17T00:33:18,2024-09-17T00:33:36.220000,18.22,images/otak.png,images/mulut.png,0,0,0,,0,0,,0,SESS_USER_002_001,USER_002,1,mobile,2024-09-17T00:33:37.679010
Q_KK_H_001,EX_W_KK_H_001,Menulis - Kata Kerja Sukar,2024-05-15T14:32:10,2024-05-16T01:37:11.760000,39901.76,2024-10-28T08:22:00,2024-05-16T01:37:11.760000,writing,verbs,berbual,images/berbual.png,hard,pic_to_word,2024-05-16T01:36:11,2024-05-16T01:37:11.760000,60.76,berbual,berbual,1,1,1,sentence_completion,2,18,26.32,1,SESS_USER_008_006,USER_008,5,mobile,2024-05-16T01:37:12.382312
Q_C_FOOD_E_004,EX_C_FOOD_E_004,Kefahaman - Makanan Mudah,2024-08-12T23:22:37,2024-08-13T10:27:14.180000,39877.18,2024-11-17T06:14:30,2024-08-13T10:27:14.180000,comprehension,food,images/air.png,Minuman paling asas untuk hilangkan dahaga.,easy,word_to_pic,2024-08-13T10:26:55,2024-08-13T10:27:14.180000,19.18,images/air.png,images/air.png,1,1,0,,0,0,,0,SESS_USER_043_004,USER_043,3,web,2024-08-13T10:27:16.030508
Q_KK_M_004,EX_W_KK_M_004,Menulis - Kata Kerja Sederhana,2024-02-20T08:43:01,2024-02-20T19:47:54.320000,39893.32,2024-09-09T11:38:00,2024-02-20T19:47:54.320000,writing,verbs,lari,images/berlari.png,medium,pic_to_word,2024-02-20T19:47:32,2024-02-20T19:47:54.320000,22.32,lari,lari,1,1,1,sentence_completion,7,17,45.13,2,SESS_USER_021_004,USER_021,2,mobile,2024-02-20T19:47:55.062807
Q_C_BODY_H_002,EX_C_BODY_H_002,Kefahaman - Badan Sukar,2024-01-13T10:58:35,2024-01-13T22:03:37.860000,39902.86,2024-02-05T10:28:30,2024-01-13T22:03:37.860000,comprehension,body_parts,images/paru.png,Organ dalaman untuk bernafas dan menukar oksigen.,hard,word_to_pic,2024-01-13T22:03:22,2024-01-13T22:03:37.860000,15.86,images/paru.png,images/paru.png,1,0,1,modeling,2,19,51.19,1,SESS_USER_001_003,USER_001,1,web,2024-01-13T22:03:38.606501
Q_KK_E_001,EX_W_KK_E_001,Menulis - Kata Kerja Mudah,2024-05-26T15:44:05,2024-05-27T02:49:19.950000,39914.95,2024-02-21T19:06:00,2024-05-27T02:49:19.950000,writing,verbs,makan,images/makan.png,easy,pic_to_word,2024-05-27T02:49:06,2024-05-27T02:49:19.950000,13.95,makan,makan,1,1,0,,0,0,,0,SESS_USER_050_003,USER_050,5,mobile,2024-05-27T02:49:21.273044
Q_C_FOOD_E_002,EX_C_FOOD_E_002,Kefahaman - Makanan Mudah,2024-05-26T15:01:40,2024-05-27T02:06:59.400000,39919.4,2024-09-20T13:42:30,2024-05-27T02:06:59.400000,comprehension,food,images/roti.png,Makanan yang biasa dimakan semasa sarapan.,easy,word_to_pic,2024-05-27T02:06:57,2024-05-27T02:06:59.400000,2.4,images/roti.png,images/roti.png,1,1,0,,0,0,,0,SESS_USER_040_006,USER_040,3,web,2024-05-27T02:07:00.850726
Q_ANI_E_005,EX_W_ANI_E_005,Menulis - Haiwan Mudah,2024-09-16T12:58:06,2024-09-17T00:03:47.100000,39941.1,2024-03-19T14:05:00,2024-09-17T00:03:47.100000,writing,animals,burung,images/burung.png,easy,pic_to_word,2024-09-17T00:03:36,2024-09-17T00:03:47.100000,11.1,burung,burung,1,1,0,,0,0,,0,SESS_USER_003_005,USER_003,3,mobile,2024-09-17T00:03:49.046531
Q_C_BODY_M_001,EX_C_BODY_M_001,Kefahaman - Badan Sederhana,2024-01-08T10:05:35,2024-01-08T21:11:37.060000,39962.06,2024-05-09T17:46:30,2024-01-08T21:11:37.060000,comprehension,body_parts,images/telinga.png,Anggota badan untuk mendengar bunyi.,medium,word_to_pic,2024-01-08T21:11:25,2024-01-08T21:11:37.060000,12.06,telinga,images/telinga.png,0,0,0,,0,0,,0,SESS_USER_020_005,USER_020,5,web,2024-01-08T21:11:37.354565
Q_KK_M_005,EX_W_KK_M_005,Menulis - Kata Kerja Sederhana,2024-04-22T15:36:04,2024-04-23T02:42:42.910000,39998.91,2024-08-02T18:23:00,2024-04-23T02:42:42.910000,writing,verbs,cuci,images/mencuci.png,medium,pic_to_word,2024-04-23T02:42:08,2024-04-23T02:42:42.910000,34.91,cuci,cuci,1,1,1,written_initial,6,17,46.25,5,SESS_USER_004_003,USER_004,2,mobile,2024-04-23T02:42:43.151831
Q_C_BODY_E_004,EX_C_BODY_E_004,Kefahaman - Badan Mudah,2024-02-04T22:05:35,2024-02-05T09:12:02.500000,39987.5,2024-09-17T15:24:30,2024-02-05T09:12:02.500000,comprehension,body_parts,images/hidung.png,Anggota badan untuk menghidup bau dan bernafas.,easy,word_to_pic,2024-02-05T09:11:54,2024-02-05T09:12:02.500000,8.5,images/hidung.png,images/hidung.png,1,1,0,,0,0,,0,SESS_USER_041_001,USER_041,3,mobile,2024-02-05T09:12:02.701530
Q_FOOD_E_003,EX_W_FOOD_E_003,Menulis - Makanan Mudah,2024-05-30T14:11:07,2024-05-31T01:17:54.550000,40007.55,2024-09-17T15:25:00,2024-05-31T01:17:54.550000,writing,food,susu,images/susu.png,easy,pic_to_word,2024-05-31T01:17:39,2024-05-31T01:17:54.550000,15.55,susu,susu,1,1,0,,0,0,,0,SESS_USER_041_001,USER_041,3,web,2024-05-31T01:17:55.460068
Q_C_KK_E_001,EX_C_KK_E_001,Kefahaman - Kata Kerja Mudah,2024-02-20T08:29:35,2024-02-20T19:36:24.260000,40009.26,2024-10-05T15:22:30,2024-02-20T19:36:24.260000,comprehension,verbs,images/makan.png,Perbuatan memasukkan makanan ke dalam mulut.,easy,word_to_pic,2024-02-20T19:36:21,2024-02-20T19:36:24.260000,3.26,images/makan.png,images/makan.png,1,1,0,,0,0,,0,SESS_USER_027_003,USER_027,3,mobile,2024-02-20T19:36:25.916865
Q_BADAN_E_005,EX_W_BADAN_E_005,Menulis - Anggota Badan Mudah,2024-04-30T14:14:09,2024-05-01T01:21:20.670000,40031.67,2024-01-20T09:34:00,2024-05-01T01:21:20.670000,writing,body_parts,telinga,images/telinga.png,easy,pic_to_word,2024-05-01T01:21:10,2024-05-01T01:21:20.670000,10.67,telinga,telinga,1,1,0,,0,0,,0,SESS_USER_028_004,USER_028,1,web,2024-05-01T01:21:22.551500
Q_C_BODY_H_001,EX_C_BODY_H_001,Kefahaman - Badan Sukar,2024-10-03T08:51:35,2024-10-03T19:59:04.560000,40049.56,2024-07-04T12:25:30,2024-10-03T19:59:04.560000,comprehension,body_parts,images/jantung.png,Organ dalaman yang mengepam darah ke seluruh badan.,hard,word_to_pic,2024-10-03T19:58:55,2024-10-03T19:59:04.560000,9.56,images/mulut.png,images/jantung.png,0,0,1,modeling,1,26,24.53,1,SESS_USER_031_005,USER_031,3,mobile,2024-10-03T19:59:06.402293
Q_FOOD_E_002,EX_W_FOOD_E_002,Menulis - Makanan Mudah,2024-10-21T15:17:10,2024-10-22T02:24:53.360000,40063.36,2024-11-17T07:36:00,2024-10-22T02:24:53.360000,writing,food,roti,images/roti.png,easy,pic_to_word,2024-10-22T02:24:40,2024-10-22T02:24:53.360000,13.36,roti,roti,1,1,1,sentence_completion,7,5,45.87,6,SESS_USER_043_004,USER_043,3,web,2024-10-22T02:24:53.719740
Q_C_BODY_H_003,EX_C_BODY_H_003,Kefahaman - Badan Sukar,2024-01-08T10:04:33,2024-01-08T21:12:46.450000,40093.45,2024-08-18T17:59:30,2024-01-08T21:12:46.450000,comprehension,body_parts,images/hati.png,Organ dalaman yang menghasilkan empedu dan memproses nutrien.,hard,word_to_pic,2024-01-08T21:12:23,2024-01-08T21:12:46.450000,23.45,images/paru.png,images/hati.png,0,0,0,,0,0,,0,SESS_USER_022_002,USER_022,5,mobile,2024-01-08T21:12:46.860987
Q_ANI_M_005,EX_W_ANI_M_005,Menulis - Haiwan Sederhana,2024-10-21T15:06:08,2024-10-22T02:14:44.820000,40116.82,2024-07-24T17:00:00,2024-10-22T02:14:44.820000,writing,animals,gajah,images/gajah.png,medium,pic_to_word,2024-10-22T02:14:12,2024-10-22T02:14:44.820000,32.82,belibis,gajah,0,0,1,written_initial,1,10,35.25,1,SESS_USER_012_006,USER_012,1,web,2024-10-22T02:14:45.742435
Q_C_BODY_M_001,EX_C_BODY_M_001,Kefahaman - Badan Sederhana,2024-01-08T10:05:35,2024-01-08T21:14:18.180000,40123.18,2024-07-03T13:56:30,2024-01-08T21:14:18.180000,comprehension,body_parts,images/telinga.png,Anggota badan untuk mendengar bunyi.,medium,word_to_pic,2024-01-08T21:13:50,2024-01-08T21:14:18.180000,28.18,images/telinga.png,images/telinga.png,1,0,1,modeling,4,30,44.0,4,SESS_USER_030_007,USER_030,4,mobile,2024-01-08T21:14:18.936216
Q_FOOD_M_003,EX_W_FOOD_M_003,Menulis - Makanan Sederhana,2024-02-20T12:39:06,2024-02-20T23:47:57.960000,40131.96,2024-11-25T12:40:00,2024-02-20T23:47:57.960000,writing,food,buah,images/buah.png,medium,pic_to_word,2024-02-20T23:47:39,2024-02-20T23:47:57.960000,18.96,air,buah,0,0,0,,0,0,,0,SESS_USER_023_001,USER_023,4,mobile,2024-02-20T23:47:58.568696
Q_C_BODY_M_001,EX_C_BODY_M_001,Kefahaman - Badan Sederhana,2024-01-08T10:05:35,2024-01-08T21:14:42.070000,40147.07,2024-01-08T09:14:30,2024-01-08T21:14:42.070000,comprehension,body_parts,images/telinga.png,Anggota badan untuk mendengar bunyi.,medium,word_to_pic,2024-01-08T21:14:22,2024-01-08T21:14:42.070000,20.07,mulut,images/telinga.png,0,0,1,functional,4,31,36.05,1,SESS_USER_029_003,USER_029,2,mobile,2024-01-08T21:14:43.863357
Q_ANI_E_004,EX_W_ANI_E_004,Menulis - Haiwan Mudah,2024-06-03T10:28:07,2024-06-03T21:37:15.660000,40148.66,2024-03-05T10:23:00,2024-06-03T21:37:15.660000,writing,animals,ayam,images/ayam.png,easy,pic_to_word,2024-06-03T21:37:11,2024-06-03T21:37:15.660000,4.66,ayam,ayam,1,1,1,phonemic,1,11,43.79,1,SESS_USER_049_005,USER_049,1,web,2024-06-03T21:37:16.146452
Q_C_KK_E_005,EX_C_KK_E_005,Kefahaman - Kata Kerja Mudah,2024-09-17T15:07:38,2024-09-18T02:17:13.240000,40175.24,2024-01-08T09:14:30,2024-09-18T02:17:13.240000,comprehension,verbs,images/berdiri.png,Perbuatan tegak di atas kaki.,easy,word_to_pic,2024-09-18T02:16:58,2024-09-18T02:17:13.240000,15.24,images/berdiri.png,images/berdiri.png,1,1,0,,0,0,,0,SESS_USER_029_003,USER_029,2,mobile,2024-09-18T02:17:14.972914
Q_KK_E_001,EX_W_KK_E_001,Menulis - Kata Kerja Mudah,2024-05-26T15:44:05,2024-05-27T02:53:49.880000,40184.88,2024-05-06T21:12:00,2024-05-27T02:53:49.880000,writing,verbs,makan,images/makan.png,easy,pic_to_word,2024-05-27T02:53:35,2024-05-27T02:53:49.880000,14.88,memasak,makan,0,0,0,,0,0,,0,SESS_USER_019_002,USER_019,1,web,2024-05-27T02:53:51.522625
Q_C_KK_E_002,EX_C_KK_E_002,Kefahaman - Kata Kerja Mudah,2024-05-15T14:15:40,2024-05-16T01:25:39.290000,40199.29,2024-11-27T15:43:30,2024-05-16T01:25:39.290000,comprehension,verbs,images/minum.png,Perbuatan memasukkan minuman ke dalam mulut.,easy,word_to_pic,2024-05-16T01:25:29,2024-05-16T01:25:39.290000,10.29,images/minum.png,images/minum.png,1,1,0,,0,0,,0,SESS_USER_048_006,USER_048,4,web,2024-05-16T01:25:41.082314
Q_ANI_H_001,EX_W_ANI_H_001,Menulis - Haiwan Sukar,2024-05-15T14:40:06,2024-05-16T01:50:18.440000,40212.44,2024-01-08T09:17:00,2024-05-16T01:50:18.440000,writing,animals,belalang,images/belalang.png,hard,pic_to_word,2024-05-16T01:50:09,2024-05-16T01:50:18.440000,9.44,belalang,belalang,1,1,0,,0,0,,0,SESS_USER_029_003,USER_029,2,mobile,2024-05-16T01:50:19.326340
Q_C_KK_E_002,EX_C_KK_E_002,Kefahaman - Kata Kerja Mudah,2024-05-15T14:15:40,2024-05-16T01:26:03.220000,40223.22,2024-05-27T17:17:30,2024-05-16T01:26:03.220000,comprehension,verbs,images/minum.png,Perbuatan memasukkan minuman ke dalam mulut.,easy,word_to_pic,2024-05-16T01:25:57,2024-05-16T01:26:03.220000,6.22,minum,images/minum.png,0,0,0,,0,0,,0,SESS_USER_009_004,USER_009,1,mobile,2024-05-16T01:26:03.650403
Q_ANI_E_004,EX_W_ANI_E_004,Menulis - Haiwan Mudah,2024-06-03T10:28:07,2024-06-03T21:38:46.620000,40239.62,2024-05-27T17:56:00,2024-06-03T21:38:46.620000,writing,animals,ayam,images/ayam.png,easy,pic_to_word,2024-06-03T21:38:41,2024-06-03T21:38:46.620000,5.62,ayam,ayam,1,1,0,,0,0,,0,SESS_USER_009_004,USER_009,1,mobile,2024-06-03T21:38:47.837928
Q_C_BODY_H_005,EX_C_BODY_H_005,Kefahaman - Badan Sukar,2024-09-21T15:39:39,2024-09-22T02:50:54.530000,40275.53,2024-02-11T12:41:30,2024-09-22T02:50:54.530000,comprehension,body_parts,images/perut.png,Organ dalaman yang mencerna makanan dan mengandungi asid gastrik.,hard,word_to_pic,2024-09-22T02:50:27,2024-09-22T02:50:54.530000,27.53,images/mulut.png,images/perut.png,0,0,0,,0,0,,0,SESS_USER_014_005,USER_014,1,web,2024-09-22T02:50:55.557622
Q_BADAN_M_002,EX_W_BADAN_M_002,Menulis - Anggota Badan Sederhana,2024-09-21T15:10:03,2024-09-22T02:22:32.440000,40349.44,2024-07-02T08:30:00,2024-09-22T02:22:32.440000,writing,body_parts,kepala,images/kepala.png,medium,pic_to_word,2024-09-22T02:21:03,2024-09-22T02:22:32.440000,89.44,kepala,kepala,1,1,1,rhyming,6,13,21.74,4,SESS_USER_007_003,USER_007,1,web,2024-09-22T02:22:33.061261
Q_C_BODY_E_002,EX_C_BODY_E_002,Kefahaman - Badan Mudah,2024-09-17T15:27:38,2024-09-18T02:39:14.930000,40296.93,2024-09-25T18:35:30,2024-09-18T02:39:14.930000,comprehension,body_parts,images/kaki.png,Anggota badan yang digunakan untuk berjalan atau berlari.,easy,word_to_pic,2024-09-18T02:38:56,2024-09-18T02:39:14.930000,18.93,images/kaki.png,images/kaki.png,1,1,0,,0,0,,0,SESS_USER_011_003,USER_011,4,web,2024-09-18T02:39:15.607686
Q_KK_M_004,EX_W_KK_M_004,Menulis - Kata Kerja Sederhana,2024-02-20T08:43:01,2024-02-20T19:55:32.670000,40351.67,2024-07-31T20:29:00,2024-02-20T19:55:32.670000,writing,verbs,lari,images/berlari.png,medium,pic_to_word,2024-02-20T19:54:34,2024-02-20T19:55:32.670000,58.67,lari,lari,1,0,1,spelling,7,18,7.89,5,SESS_USER_024_003,USER_024,2,web,2024-02-20T19:55:34.198055
Q_C_BODY_H_005,EX_C_BODY_H_005,Kefahaman - Badan Sukar,2024-09-21T15:39:39,2024-09-22T02:51:34.830000,40315.83,2024-06-20T06:32:30,2024-09-22T02:51:34.830000,comprehension,body_parts,images/perut.png,Organ dalaman yang mencerna makanan dan mengandungi asid gastrik.,hard,word_to_pic,2024-09-22T02:51:29,2024-09-22T02:51:34.830000,5.83,images/perut.png,images/perut.png,1,1,0,,0,0,,0,SESS_USER_005_002,USER_005,2,mobile,2024-09-22T02:51:35.654645
Q_KK_H_004,EX_W_KK_H_004,Menulis - Kata Kerja Sukar,2024-11-12T10:11:09,2024-11-12T21:23:37.680000,40348.68,2024-08-18T18:26:00,2024-11-12T21:23:37.680000,writing,verbs,bekerja,images/bekerja.png,hard,pic_to_word,2024-11-12T21:23:12,2024-11-12T21:23:37.680000,25.68,bermain,bekerja,0,0,0,,0,0,,0,SESS_USER_022_002,USER_022,5,web,2024-11-12T21:23:39.082087
Q_C_KK_E_004,EX_C_KK_E_004,Kefahaman - Kata Kerja Mudah,2024-03-22T21:18:31,2024-03-23T08:31:09.260000,40358.26,2024-06-14T14:40:30,2024-03-23T08:31:09.260000,comprehension,verbs,images/duduk.png,Perbuatan melabuhkan badan di kerusi atau lantai.,easy,word_to_pic,2024-03-23T08:30:48,2024-03-23T08:31:09.260000,21.26,images/duduk.png,images/duduk.png,1,1,1,modeling,7,17,55.56,5,SESS_USER_006_001,USER_006,2,mobile,2024-03-23T08:31:09.364712
Q_FOOD_M_003,EX_W_FOOD_M_003,Menulis - Makanan Sederhana,2024-02-20T12:39:06,2024-02-20T23:51:56.280000,40370.28,2024-08-18T18:26:00,2024-02-20T23:51:56.280000,writing,food,buah,images/buah.png,medium,pic_to_word,2024-02-20T23:51:38,2024-02-20T23:51:56.280000,18.28,bubur,buah,0,0,0,,0,0,,0,SESS_USER_022_002,USER_022,5,web,2024-02-20T23:51:57.861026
Q_C_BODY_M_003,EX_C_BODY_M_003,Kefahaman - Badan Sederhana,2024-11-24T18:22:38,2024-11-25T05:36:05.670000,40407.67,2024-07-04T12:25:30,2024-11-25T05:36:05.670000,comprehension,body_parts,images/bahu.png,Bahagian atas badan tempat lengan bersambung.,medium,word_to_pic,2024-11-25T05:35:23,2024-11-25T05:36:05.670000,42.67,sendi,images/bahu.png,0,0,1,sentence_completion,1,25,21.54,1,SESS_USER_031_005,USER_031,3,mobile,2024-11-25T05:36:06.250113
Q_FOOD_M_002,EX_W_FOOD_M_002,Menulis - Makanan Sederhana,2024-08-20T17:38:09,2024-08-21T04:51:33.790000,40404.79,2024-11-04T05:21:00,2024-08-21T04:51:33.790000,writing,food,sayur,images/sayur.png,medium,pic_to_word,2024-08-21T04:51:09,2024-08-21T04:51:33.790000,24.79,sayur,sayur,1,0,1,written_initial,5,11,50.62,2,SESS_USER_047_005,USER_047,1,web,2024-08-21T04:51:34.385357
Q_C_ANI_E_002,EX_C_ANI_E_002,Kefahaman - Haiwan Mudah,2024-08-12T23:30:33,2024-08-13T10:44:01.010000,40408.01,2024-07-03T13:56:30,2024-08-13T10:44:01.010000,comprehension,animals,images/anjing.png,Haiwan ini menyalak dan menjaga rumah.,easy,word_to_pic,2024-08-13T10:43:49,2024-08-13T10:44:01.010000,12.01,kucing,images/anjing.png,0,0,0,,0,0,,0,SESS_USER_030_007,USER_030,4,mobile,2024-08-13T10:44:01.230703
Q_KK_M_003,EX_W_KK_M_003,Menulis - Kata Kerja Sederhana,2024-09-16T18:28:03,2024-09-17T05:41:57.540000,40434.54,2024-07-16T16:09:00,2024-09-17T05:41:57.540000,writing,verbs,membaca,images/membaca.png,medium,pic_to_word,2024-09-17T05:41:37,2024-09-17T05:41:57.540000,20.54,membaca,membaca,1,0,1,spelling,4,13,10.21,2,SESS_USER_038_004,USER_038,4,mobile,2024-09-17T05:41:59.168343
Q_C_KK_E_002,EX_C_KK_E_002,Kefahaman - Kata Kerja Mudah,2024-05-15T14:15:40,2024-05-16T01:29:44.940000,40444.94,2024-08-02T19:18:30,2024-05-16T01:29:44.940000,comprehension,verbs,images/minum.png,Perbuatan memasukkan minuman ke dalam mulut.,easy,word_to_pic,2024-05-16T01:29:26,2024-05-16T01:29:44.940000,18.94,images/minum.png,images/minum.png,1,1,0,,0,0,,0,SESS_USER_004_003,USER_004,2,mobile,2024-05-16T01:29:45.202971
Q_KK_M_004,EX_W_KK_M_004,Menulis - Kata Kerja Sederhana,2024-02-20T08:43:01,2024-02-20T19:57:11.850000,40450.85,2024-06-14T15:37:00,2024-02-20T19:57:11.850000,writing,verbs,lari,images/berlari.png,medium,pic_to_word,2024-02-20T19:57:04,2024-02-20T19:57:11.850000,7.85,lari,lari,1,1,0,,0,0,,0,SESS_USER_006_001,USER_006,2,mobile,2024-02-20T19:57:12.864624
Q_C_BODY_H_001,EX_C_BODY_H_001,Kefahaman - Badan Sukar,2024-10-03T08:51:35,2024-10-03T20:06:07.350000,40472.35,2024-09-17T15:40:30,2024-10-03T20:06:07.350000,comprehension,body_parts,images/jantung.png,Organ dalaman yang mengepam darah ke seluruh badan.,hard,word_to_pic,2024-10-03T20:05:54,2024-10-03T20:06:07.350000,13.35,siku,images/jantung.png,0,0,0,,0,0,,0,SESS_USER_041_001,USER_041,3,web,2024-10-03T20:06:07.597471
Q_ANI_H_001,EX_W_ANI_H_001,Menulis - Haiwan Sukar,2024-05-15T14:40:06,2024-05-16T01:55:11.540000,40505.54,2024-09-20T14:01:00,2024-05-16T01:55:11.540000,writing,animals,belalang,images/belalang.png,hard,pic_to_word,2024-05-16T01:54:38,2024-05-16T01:55:11.540000,33.54,belalang,belalang,1,1,0,,0,0,,0,SESS_USER_040_006,USER_040,3,web,2024-05-16T01:55:11.884860
